id_gen	symbol	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000196139	AKR1C3	-1.543208305555515	1.3324854815513092e-10	Visual phototransduction, Synthesis of bile acids and bile salts, Retinoid metabolism and transport, Arachidonic acid metabolism, RA biosynthesis pathway, Signaling by Nuclear Receptors, Synthesis of bile acids and bile salts via 27-hydroxycholesterol, Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol, Bile acid and bile salt metabolism, Metabolism of steroids, Metabolism of fat-soluble vitamins, Signal Transduction, Metabolism of vitamins and cofactors, Synthesis of Prostaglandins (PG) and Thromboxanes (TX), Sensory Perception, Metabolism of lipids, Metabolism, Synthesis of bile acids and bile salts via 24-hydroxycholesterol, Signaling by Retinoic Acid, Fatty acid metabolism	retinoid metabolic process, farnesol catabolic process, doxorubicin metabolic process, prostaglandin metabolic process, daunorubicin metabolic process, retinol metabolic process, macromolecule metabolic process, keratinocyte differentiation, negative regulation of retinoic acid biosynthetic process, steroid metabolic process, cyclooxygenase pathway, cellular response to jasmonic acid stimulus, positive regulation of cell population proliferation, cellular response to calcium ion, regulation of testosterone biosynthetic process, progesterone metabolic process, positive regulation of reactive oxygen species metabolic process, regulation of retinoic acid receptor signaling pathway, retinal metabolic process, cellular response to prostaglandin stimulus, positive regulation of protein kinase B signaling, G protein-coupled receptor signaling pathway, cellular response to starvation, cellular response to prostaglandin D stimulus, positive regulation of endothelial cell apoptotic process, cellular response to corticosteroid stimulus, response to nutrient, renal absorption, testosterone biosynthetic process, male gonad development	dihydrotestosterone 17-beta-dehydrogenase activity, NADP-retinol dehydrogenase activity, NAD-retinol dehydrogenase activity, retinal dehydrogenase activity, androsterone dehydrogenase activity, delta4-3-oxosteroid 5beta-reductase activity, 15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity, oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor, geranylgeranyl reductase activity, ketosteroid monooxygenase activity, aldo-keto reductase (NADP) activity, testosterone dehydrogenase (NAD+) activity, androstan-3-alpha,17-beta-diol dehydrogenase activity, alditol:NADP+ 1-oxidoreductase activity, phenanthrene 9,10-monooxygenase activity, prostaglandin H2 endoperoxidase reductase activity, prostaglandin D2 11-ketoreductase activity, testosterone 17-beta-dehydrogenase (NADP+) activity, bile acid binding, ketoreductase activity, prostaglandin-F synthase activity, 5alpha-androstane-3beta,17beta-diol dehydrogenase activity, estradiol 17-beta-dehydrogenase [NAD(P)] activity	cytoplasm, cytosol, extracellular exosome, nucleus
ENSG00000177575	CD163	1.0034788333333609	1.616939095305738e-10	Binding and Uptake of Ligands by Scavenger Receptors, Scavenging of heme from plasma, Infectious disease, Anti-inflammatory response favouring Leishmania parasite infection, Parasitic Infection Pathways, CD163 mediating an anti-inflammatory response, Disease, Leishmania infection, Leishmania parasite growth and survival, Vesicle-mediated transport	acute-phase response, endocytosis	scavenger receptor activity, scaffold protein binding, protein binding	cytosol, extracellular region, external side of plasma membrane, plasma membrane, endocytic vesicle membrane
ENSG00000187191	DAZ3	-1.651718062499982	3.406789472792993e-10		spermatogenesis, 3'-UTR-mediated mRNA stabilization, positive regulation of translational initiation, cell differentiation	protein binding, mRNA 3'-UTR binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000188120	DAZ1	-1.651718062499982	3.406789472792993e-10		spermatogenesis, 3'-UTR-mediated mRNA stabilization, positive regulation of translational initiation, cell differentiation	protein binding, mRNA 3'-UTR binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000205916	DAZ4	-1.651718062499982	3.406789472792993e-10		spermatogenesis, 3'-UTR-mediated mRNA stabilization, positive regulation of translational initiation, cell differentiation	protein binding, mRNA 3'-UTR binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000205944	DAZ2	-1.651718062499982	3.406789472792993e-10		positive regulation of translational initiation, single fertilization, 3'-UTR-mediated mRNA stabilization, spermatogenesis, cell differentiation	protein binding, mRNA 3'-UTR binding, RNA binding, translation activator activity	cytoplasm, protein-containing complex, nucleus
ENSG00000163993	S100P	-1.668565444444413	3.9251489284106554e-10	Immune System, Innate Immune System, Neutrophil degranulation	response to organic substance, endothelial cell migration	cadherin binding, magnesium ion binding, protein homodimerization activity, calcium-dependent protein binding, calcium ion binding, protein binding, transition metal ion binding	extracellular exosome, nucleus, nucleoplasm, extracellular region, microvillus membrane, secretory granule lumen, cytoplasm
ENSG00000275395	FCGBP	-1.6790172916666393	4.420275158453247e-10				extracellular matrix, extracellular exosome, extracellular space
ENSG00000151617	EDNRA	0.5575426111111348	7.702460059452258e-10	Class A/1 (Rhodopsin-like receptors), GPCR downstream signalling, Signal Transduction, Peptide ligand-binding receptors, Signaling by GPCR, G alpha (q) signalling events, GPCR ligand binding	neuromuscular process, regulation of protein localization to cell leading edge, signal transduction, cellular response to follicle-stimulating hormone stimulus, regulation of glucose transmembrane transport, semaphorin-plexin signaling pathway involved in axon guidance, podocyte differentiation, embryonic heart tube development, cardiac neural crest cell migration involved in outflow tract morphogenesis, aorta development, sympathetic nervous system development, response to hypoxia, pharyngeal arch artery morphogenesis, cellular response to luteinizing hormone stimulus, protein transmembrane transport, artery smooth muscle contraction, endothelin receptor signaling pathway, calcium ion transmembrane transport, neuron remodeling, I-kappaB kinase/NF-kappaB signaling, glomerular endothelium development, developmental pigmentation, middle ear morphogenesis, renal sodium ion absorption, smooth muscle contraction, sodium ion homeostasis, norepinephrine metabolic process, branching involved in blood vessel morphogenesis, renal albumin absorption, glomerular filtration, gene expression, embryonic skeletal system development, podocyte apoptotic process, response to amphetamine, in utero embryonic development, cell population proliferation, thyroid gland development, activation of adenylate cyclase activity, adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway, protein phosphorylation, heparin metabolic process, axonogenesis involved in innervation, establishment of endothelial barrier, blood vessel remodeling, endothelin receptor signaling pathway involved in heart process, atrial cardiac muscle tissue development, positive regulation of cation channel activity, cardiac chamber formation, enteric nervous system development, vasoconstriction, vascular associated smooth muscle cell development, protein kinase A signaling, noradrenergic neuron differentiation, regulation of heart rate, sympathetic neuron axon guidance, intracellular calcium ion homeostasis, cranial skeletal system development, response to wounding, G protein-coupled receptor signaling pathway, neural crest cell fate commitment, mitochondrion organization, cellular response to human chorionic gonadotropin stimulus, axon extension, canonical Wnt signaling pathway, positive regulation of cytosolic calcium ion concentration, meiotic cell cycle process involved in oocyte maturation, mitotic cell cycle, activation of phospholipase C activity, regulation of blood pressure, face development, respiratory gaseous exchange by respiratory system, mesenchymal cell apoptotic process, cellular response to oxidative stress, left ventricular cardiac muscle tissue morphogenesis, response to acetylcholine	phosphatidylinositol phospholipase C activity, endothelin receptor activity, protein binding	plasma membrane
ENSG00000109084	TMEM97	-0.9501063333333092	7.987158797121105e-10		cholesterol homeostasis, regulation of cell growth		lysosome, nuclear membrane, rough endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, rough endoplasmic reticulum
ENSG00000164949	GEM	1.1315851527778111	1.5518520344452162e-09	Gene expression (Transcription), Transcriptional Regulation by NPAS4, NPAS4 regulates expression of target genes, Generic Transcription Pathway, RNA Polymerase II Transcription	negative regulation of high voltage-gated calcium channel activity, cell surface receptor signaling pathway, signal transduction, mitotic cell cycle, chromosome organization, metaphase plate congression, immune response	calmodulin binding, GDP binding, GTP binding, magnesium ion binding, GTPase activity, calcium channel regulator activity, protein binding	mitotic spindle, nucleus, cytoplasmic side of plasma membrane, plasma membrane, midbody, spindle midzone
ENSG00000196923	PDLIM7	0.6134918888889178	1.8946900847982507e-09	Developmental Biology, RET signaling, Axon guidance, Nervous system development	actin cytoskeleton organization, receptor-mediated endocytosis, muscle structure development, ossification, heart development, cell differentiation	actin binding, muscle alpha-actinin binding, protein binding, metal ion binding	cytosol, filamentous actin, Z disc, nucleoplasm, stress fiber, actin cytoskeleton, ruffle, focal adhesion, adherens junction
ENSG00000164106	SCRG1	1.402521847222241	1.9815707377546155e-09				neuron projection terminus, extracellular space, Golgi apparatus
ENSG00000185499	MUC1	-1.2349797777777507	2.018684658504081e-09	Metabolism of proteins, Diseases of glycosylation, Immune System, Signaling by Interleukins, Interleukin-4 and Interleukin-13 signaling, Innate Immune System, O-linked glycosylation, Defective GALNT12 causes CRCS1, Dectin-2 family, Diseases of metabolism, C-type lectin receptors (CLRs), Disease, Defective GALNT3 causes HFTC, Defective C1GALT1C1 causes TNPS, O-linked glycosylation of mucins, Post-translational protein modification, Cytokine Signaling in Immune system, Termination of O-glycan biosynthesis, Diseases associated with O-glycosylation of proteins	negative regulation of cell adhesion mediated by integrin, DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator, positive regulation of transcription from RNA polymerase II promoter in response to stress, DNA-templated transcription, regulation of transcription from RNA polymerase II promoter in response to stress, DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest, localization, negative regulation of transcription by competitive promoter binding, negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator, positive regulation of histone H4 acetylation	RNA polymerase II cis-regulatory region sequence-specific DNA binding, p53 binding, transcription coregulator activity, protein binding	Golgi lumen, extracellular exosome, nucleus, chromatin, plasma membrane, vesicle, apical plasma membrane, extracellular space
ENSG00000263639	MSMB	-1.812522270833316	3.614954837334737e-09			molecular_function, protein binding	extracellular space, nucleus
ENSG00000240583	AQP1	0.9003207013889156	3.686196620173354e-09	Vasopressin regulates renal water homeostasis via Aquaporins, Erythrocytes take up oxygen and release carbon dioxide, Passive transport by Aquaporins, O2/CO2 exchange in erythrocytes, Transport of small molecules, Aquaporin-mediated transport, Erythrocytes take up carbon dioxide and release oxygen	renal water absorption, renal water transport, cellular response to dexamethasone stimulus, establishment of localization in cell, cellular response to cAMP, cellular response to salt stress, intracellular water homeostasis, cellular response to mercury ion, metanephric proximal straight tubule development, positive regulation of fibroblast proliferation, multicellular organismal-level water homeostasis, cellular response to nitric oxide, cellular response to copper ion, cGMP-mediated signaling, establishment or maintenance of actin cytoskeleton polarity, potassium ion transport, cerebrospinal fluid secretion, negative regulation of cysteine-type endopeptidase activity involved in apoptotic process, positive regulation of angiogenesis, secretory granule organization, positive regulation of saliva secretion, lipid digestion, cellular response to mechanical stimulus, renal water homeostasis, odontogenesis, hyperosmotic response, carbon dioxide transmembrane transport, metanephric descending thin limb development, metanephric proximal convoluted tubule segment 2 development, ammonium transmembrane transport, fibroblast migration, metanephric glomerulus vasculature development, glomerular filtration, cellular response to hypoxia, glycerol transmembrane transport, negative regulation of apoptotic process, cellular response to retinoic acid, cellular response to inorganic substance, water transport, cellular homeostasis, camera-type eye morphogenesis, wound healing, cellular response to hydrogen peroxide, cellular response to UV, defense response to Gram-negative bacterium, cellular hyperosmotic response, positive regulation of fibroblast migration, pancreatic juice secretion, potassium ion transmembrane transport, cell volume homeostasis, lateral ventricle development, corticotropin secretion, sensory perception of pain, nitric oxide transport, transepithelial water transport, carbon dioxide transport	water channel activity, nitric oxide transmembrane transporter activity, potassium channel activity, intracellular cGMP-activated cation channel activity, ammonium transmembrane transporter activity, transmembrane transporter activity, carbon dioxide transmembrane transporter activity, identical protein binding, glycerol transmembrane transporter activity, ephrin receptor binding, potassium ion transmembrane transporter activity, protein binding, water transmembrane transporter activity	basal plasma membrane, extracellular exosome, nucleus, nuclear membrane, basolateral plasma membrane, ankyrin-1 complex, axon, sarcolemma, plasma membrane, apical part of cell, brush border, apical plasma membrane, brush border membrane, cytoplasm
ENSG00000162747	FCGR3B	0.8037945763889143	4.166199735856282e-09	Innate Immune System, Metabolism of proteins, Immune System, Post-translational protein modification, Post-translational modification: synthesis of GPI-anchored proteins, Neutrophil degranulation	cell surface receptor signaling pathway, immune response, regulation of immune response	IgG binding, GPI anchor binding, transmembrane signaling receptor activity	side of membrane, extracellular exosome, extracellular region, plasma membrane, secretory granule membrane
ENSG00000115590	IL1R2	-1.0218481944444244	4.4226861888375874e-09	Interleukin-10 signaling, Interleukin-1 signaling, Interleukin-1 family signaling, Immune System, Cytokine Signaling in Immune system, Signaling by Interleukins	negative regulation of interleukin-1-mediated signaling pathway, protein processing, negative regulation of protein processing, negative regulation of cytokine production involved in inflammatory response, cytokine-mediated signaling pathway, negative regulation of interleukin-1 alpha production, immune response	interleukin-1 binding, interleukin-1 receptor activity, protein binding, interleukin-1, type II, blocking receptor activity	extracellular region, plasma membrane, cytoplasm
ENSG00000017427	IGF1	0.9635703472222454	5.859672899509807e-09	Signaling by Receptor Tyrosine Kinases, Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R), IGF1R signaling cascade, Metabolism of proteins, Platelet degranulation , Signal Transduction, IRS-related events triggered by IGF1R, Peptide hormone metabolism, SHC-related events triggered by IGF1R, Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs), Synthesis, secretion, and deacylation of Ghrelin, Platelet activation, signaling and aggregation, Response to elevated platelet cytosolic Ca2+, Hemostasis	bone mineralization involved in bone maturation, myoblast differentiation, positive regulation of glycogen biosynthetic process, signal transduction, positive regulation of smooth muscle cell migration, positive regulation of glycolytic process, insulin-like growth factor receptor signaling pathway, positive regulation of cardiac muscle hypertrophy, regulation of gene expression, response to heat, positive regulation of glucose import, positive regulation of insulin-like growth factor receptor signaling pathway, negative regulation of tumor necrosis factor production, protein kinase B signaling, positive regulation of trophectodermal cell proliferation, positive regulation of calcineurin-NFAT signaling cascade, positive regulation of activated T cell proliferation, positive regulation of tyrosine phosphorylation of STAT protein, phosphatidylinositol-mediated signaling, muscle organ development, positive regulation of fibroblast proliferation, positive regulation of peptidyl-tyrosine phosphorylation, negative regulation of amyloid-beta formation, Ras protein signal transduction, skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration, negative regulation of release of cytochrome c from mitochondria, positive regulation of cell growth involved in cardiac muscle cell development, ERK1 and ERK2 cascade, positive regulation of phosphatidylinositol 3-kinase signaling, cell population proliferation, positive regulation of MAPK cascade, positive regulation of transcription by RNA polymerase II, positive regulation of glycoprotein biosynthetic process, negative regulation of apoptotic process, negative regulation of interleukin-1 beta production, protein stabilization, cell activation, positive regulation of cell migration, negative regulation of smooth muscle cell apoptotic process, proteoglycan biosynthetic process, positive regulation of Ras protein signal transduction, negative regulation of extrinsic apoptotic signaling pathway, regulation of protein phosphorylation, negative regulation of vascular associated smooth muscle cell apoptotic process, skeletal system development, negative regulation of gene expression, myoblast proliferation, wound healing, myotube cell development, positive regulation of protein kinase B signaling, glycolate metabolic process, phosphatidylinositol 3-kinase signaling, muscle hypertrophy, positive regulation of epithelial cell proliferation, epithelial to mesenchymal transition, positive regulation of mitotic nuclear division, negative regulation of oocyte development, cellular response to amyloid-beta, positive regulation of DNA binding, positive regulation of transcription regulatory region DNA binding, positive regulation of protein secretion, positive regulation of vascular associated smooth muscle cell proliferation, positive regulation of DNA-templated transcription, activation of protein kinase B activity, positive regulation of smooth muscle cell proliferation, positive regulation of osteoblast differentiation, positive regulation of cell population proliferation, positive regulation of gene expression, positive regulation of ERK1 and ERK2 cascade, negative regulation of neuroinflammatory response	insulin receptor binding, insulin-like growth factor receptor binding, integrin binding, growth factor activity, hormone activity, protein binding	platelet alpha granule lumen, exocytic vesicle, extracellular region, alphav-beta3 integrin-IGF-1-IGF1R complex, insulin-like growth factor binding protein complex, insulin-like growth factor ternary complex, extracellular space
ENSG00000196924	FLNA	1.0303012777778164	8.488877515933765e-09	OAS antiviral response, Interferon Signaling, RHO GTPase Effectors, Cell junction organization, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, RHO GTPases activate PAKs, Platelet degranulation , Signal Transduction, Cell-extracellular matrix interactions, Response to elevated platelet cytosolic Ca2+, Antiviral mechanism by IFN-stimulated genes, Cell-Cell communication, Cytokine Signaling in Immune system, Immune System, Platelet activation, signaling and aggregation, GP1b-IX-V activation signalling, Signaling by Rho GTPases, Hemostasis	regulation of cell migration, positive regulation of axon regeneration, negative regulation of neuron projection development, mRNA transcription by RNA polymerase II, release of sequestered calcium ion into cytosol, angiogenesis, mitotic spindle assembly, cell-cell junction organization, heart morphogenesis, receptor clustering, positive regulation of substrate adhesion-dependent cell spreading, semaphorin-plexin signaling pathway, regulation of membrane repolarization during atrial cardiac muscle cell action potential, megakaryocyte development, positive regulation of neural precursor cell proliferation, protein localization to cell surface, positive regulation of neuron migration, tubulin deacetylation, negative regulation of transcription by RNA polymerase I, negative regulation of protein catabolic process, positive regulation of protein import into nucleus, positive regulation of actin filament bundle assembly, wound healing, spreading of cells, synapse organization, cerebral cortex development, adenylate cyclase-inhibiting dopamine receptor signaling pathway, negative regulation of apoptotic process, protein stabilization, blood vessel remodeling, platelet aggregation, formation of radial glial scaffolds, positive regulation of I-kappaB kinase/NF-kappaB signaling, establishment of Sertoli cell barrier, establishment of protein localization, protein localization to plasma membrane, actin cytoskeleton organization, protein localization to bicellular tight junction, blood coagulation, intrinsic pathway, positive regulation of potassium ion transmembrane transport, negative regulation of DNA-binding transcription factor activity, epithelial to mesenchymal transition, positive regulation of integrin-mediated signaling pathway, early endosome to late endosome transport, actin crosslink formation, cilium assembly, positive regulation of platelet activation, cytoplasmic sequestering of protein, regulation of membrane repolarization during cardiac muscle cell action potential	small GTPase binding, actin filament binding, protein kinase C binding, kinase binding, transmembrane transporter binding, RNA binding, GTPase binding, protein homodimerization activity, cadherin binding, SMAD binding, DNA-binding transcription factor binding, G protein-coupled receptor binding, protein binding, potassium channel regulator activity, Fc-gamma receptor I complex binding	nucleus, Z disc, nucleolus, dendritic shaft, focal adhesion, Myb complex, trans-Golgi network, cortical cytoskeleton, glutamatergic synapse, cell-cell junction, extracellular region, cytoplasm, apical dendrite, cytosol, extracellular exosome, membrane, actin cytoskeleton, axonal growth cone, actin filament bundle, actin filament, glycoprotein Ib-IX-V complex, plasma membrane, perikaryon, brush border, postsynapse, perinuclear region of cytoplasm
ENSG00000211899	IGHM	-0.9976328124999744	9.21141767987712e-09		innate immune response, complement activation, classical pathway, B cell receptor signaling pathway, adaptive immune response, antibacterial humoral response, defense response to Gram-negative bacterium	phosphatidylcholine binding, immunoglobulin receptor binding, antigen binding, peptidoglycan binding, single-stranded DNA binding	immunoglobulin complex, circulating, extracellular exosome, blood microparticle, IgM immunoglobulin complex, pentameric IgM immunoglobulin complex, cell surface, plasma membrane, extracellular space, hexameric IgM immunoglobulin complex
ENSG00000133135	RNF128	-1.2497322638888502	1.4814092772490776e-08	Metabolism of proteins, Deubiquitination, Post-translational protein modification, Ub-specific processing proteases, Ovarian tumor domain proteases	protein ubiquitination, protein localization to lysosome, negative regulation of cytokine production, ubiquitin-dependent protein catabolic process, regulation of protein stability, positive regulation of protein catabolic process in the vacuole	metal ion binding, ubiquitin protein ligase activity, protein binding	cytosol, late endosome, membrane, endoplasmic reticulum, perinuclear region of cytoplasm, cytoskeleton, Golgi apparatus, cytoplasm
ENSG00000044524	EPHA3	0.3178980277777921	1.5641195538990725e-08	EPH-ephrin mediated repulsion of cells, Nervous system development, Axon guidance, Developmental Biology, EPHA-mediated growth cone collapse, EPH-Ephrin signaling	regulation of epithelial to mesenchymal transition, protein phosphorylation, cell adhesion, cell migration, axon guidance, cellular response to retinoic acid, regulation of microtubule cytoskeleton organization, regulation of actin cytoskeleton organization, peptidyl-tyrosine phosphorylation, regulation of GTPase activity, positive regulation of protein localization to plasma membrane, regulation of focal adhesion assembly, positive regulation of neuron projection development, fasciculation of motor neuron axon, ephrin receptor signaling pathway, negative regulation of endocytosis, fasciculation of sensory neuron axon	transmembrane-ephrin receptor activity, ephrin receptor activity, ATP binding, protein binding, GPI-linked ephrin receptor activity	cytosol, dendrite, nucleoplasm, extracellular region, nuclear membrane, actin cytoskeleton, plasma membrane, early endosome
ENSG00000143153	ATP1B1	-0.8546469374999734	1.9015139022544632e-08	Viral Infection Pathways, SARS-CoV Infections, Potential therapeutics for SARS, Cardiac conduction, Ion transport by P-type ATPases, Ion channel transport, Basigin interactions, Muscle contraction, Ion homeostasis, Infectious disease, Transport of small molecules, Disease, Cell surface interactions at the vascular wall, Hemostasis	regulation of cardiac muscle contraction by calcium ion signaling, sodium ion transmembrane transport, innate immune response, potassium ion import across plasma membrane, positive regulation of ATP-dependent activity, regulation of gene expression, positive regulation of calcium:sodium antiporter activity, positive regulation of P-type sodium:potassium-exchanging transporter activity, positive regulation of potassium ion transmembrane transporter activity, ATP metabolic process, relaxation of cardiac muscle, establishment or maintenance of transmembrane electrochemical gradient, protein transport into plasma membrane raft, positive regulation of potassium ion import across plasma membrane, cardiac muscle contraction, cell adhesion, protein stabilization, intracellular sodium ion homeostasis, sodium ion export across plasma membrane, intracellular calcium ion homeostasis, protein localization to plasma membrane, intracellular potassium ion homeostasis, cell communication by electrical coupling involved in cardiac conduction, proton transmembrane transport, monoatomic cation transmembrane transport, membrane repolarization during cardiac muscle cell action potential, positive regulation of sodium ion export across plasma membrane, membrane repolarization	protein-macromolecule adaptor activity, MHC class II protein complex binding, ATPase binding, ATPase activator activity, protein heterodimerization activity, protein kinase binding, protein binding	sperm flagellum, extracellular exosome, organelle membrane, sodium:potassium-exchanging ATPase complex, membrane, basolateral plasma membrane, extracellular vesicle, lateral plasma membrane, sarcolemma, plasma membrane, T-tubule, intercalated disc, apical plasma membrane
ENSG00000138061	CYP1B1	0.999925597222239	3.420008201634333e-08	Metabolism, Arachidonic acid metabolism, Endogenous sterols, Biological oxidations, Phase I - Functionalization of compounds, Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE), Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET), Metabolic disorders of biological oxidation enzymes, Cytochrome P450 - arranged by substrate type, Diseases of metabolism, Fatty acid metabolism, Metabolism of lipids, Disease, Defective CYP1B1 causes Glaucoma	DNA modification, epoxygenase P450 pathway, positive regulation of DNA biosynthetic process, response to arsenic-containing substance, sterol metabolic process, positive regulation of vascular endothelial growth factor production, positive regulation of smooth muscle cell migration, xenobiotic metabolic process, angiogenesis, toxin metabolic process, cellular response to cAMP, endothelial cell-cell adhesion, intrinsic apoptotic signaling pathway in response to oxidative stress, cellular response to luteinizing hormone stimulus, cellular response to organic cyclic compound, response to estradiol, retinol metabolic process, ganglion development, regulation of reactive oxygen species metabolic process, positive regulation of angiogenesis, negative regulation of cell adhesion mediated by integrin, negative regulation of cell population proliferation, estrous cycle, negative regulation of NF-kappaB transcription factor activity, blood vessel morphogenesis, steroid metabolic process, cellular response to tumor necrosis factor, membrane lipid catabolic process, positive regulation of apoptotic process, cellular response to progesterone stimulus, response to follicle-stimulating hormone, cellular response to cortisol stimulus, blood vessel endothelial cell migration, response to toxic substance, response to indole-3-methanol, cell adhesion, negative regulation of cell migration, trabecular meshwork development, adrenal gland development, retinal blood vessel morphogenesis, positive regulation of reactive oxygen species metabolic process, retinal metabolic process, omega-hydroxylase P450 pathway, benzene-containing compound metabolic process, cellular response to hydrogen peroxide, positive regulation of receptor signaling pathway via JAK-STAT, collagen fibril organization, response to nutrient, arachidonic acid metabolic process, estrogen metabolic process, positive regulation of translation, endothelial cell migration, response to dexamethasone, nitric oxide biosynthetic process, male gonad development	iron ion binding, monooxygenase activity, hydroperoxy icosatetraenoate dehydratase activity, heme binding, aromatase activity, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen, protein binding, estrogen 16-alpha-hydroxylase activity	mitochondrion, endoplasmic reticulum membrane, intracellular membrane-bounded organelle
ENSG00000145287	PLAC8	-1.134446652777754	1.1059010044795245e-07	Immune System, Innate Immune System, Neutrophil degranulation	negative regulation of multicellular organism growth, positive regulation of transcription by RNA polymerase II, negative regulation of apoptotic process, response to cold, brown fat cell differentiation, positive regulation of cold-induced thermogenesis, defense response to bacterium, transcription by RNA polymerase II, positive regulation of cell population proliferation		azurophil granule lumen, extracellular region
ENSG00000065534	MYLK	1.3298728611111503	1.625843572477345e-07	RHO GTPase Effectors, Signaling by Rho GTPases, Miro GTPases and RHOBTB3, RHO GTPases activate PAKs, Signal Transduction, Muscle contraction, Smooth Muscle Contraction, Signaling by Rho GTPases	protein phosphorylation, tonic smooth muscle contraction, positive regulation of cell migration, cellular hypotonic response, positive regulation of wound healing, smooth muscle contraction, bleb assembly, aorta smooth muscle tissue morphogenesis, positive regulation of calcium ion transport	calmodulin binding, myosin light chain kinase activity, actin binding, metal ion binding, ATP binding, protein binding	cytosol, cleavage furrow, stress fiber, actin cytoskeleton, plasma membrane, lamellipodium, cytoplasm
ENSG00000198467	TPM2	0.832798944444467	3.432515564530098e-07	Smooth Muscle Contraction, Striated Muscle Contraction, Muscle contraction	actin filament organization, muscle contraction, regulation of ATP-dependent activity	actin filament binding, structural constituent of muscle, identical protein binding, actin binding, protein heterodimerization activity, protein homodimerization activity	actin filament, cytosol, actin cytoskeleton, muscle thin filament tropomyosin
ENSG00000164266	SPINK1	-1.4413064444444093	3.7071429529970914e-07		positive regulation of epithelial cell proliferation, regulation of acrosome reaction, negative regulation of calcium ion import, nitric oxide mediated signal transduction, peptidyl-tyrosine phosphorylation, positive regulation of cytosolic calcium ion concentration, positive regulation of peptide hormone secretion, negative regulation of serine-type endopeptidase activity, sperm capacitation, cellular response to peptide hormone stimulus, negative regulation of peptidyl-tyrosine phosphorylation, response to ethanol, regulation of store-operated calcium entry, response to nutrient levels, negative regulation of nitric oxide mediated signal transduction, positive regulation of pancreatic juice secretion	serine-type endopeptidase inhibitor activity, protein binding, endopeptidase inhibitor activity	
ENSG00000241119	UGT1A9	-0.7613220347221947	5.297399914227846e-07	Metabolism, Paracetamol ADME, Aspirin ADME, Biological oxidations, Regulation of lipid metabolism by PPARalpha, Phase II - Conjugation of compounds, Glucuronidation, PPARA activates gene expression, Drug ADME, Metabolism of lipids	liver development, retinoic acid metabolic process, xenobiotic metabolic process, xenobiotic glucuronidation, cellular glucuronidation, flavonoid glucuronidation, flavone metabolic process	enzyme binding, protein homodimerization activity, retinoic acid binding, glucuronosyltransferase activity	endoplasmic reticulum, endoplasmic reticulum membrane
ENSG00000242366	UGT1A8	-0.7613220347221947	5.297399914227846e-07	Metabolism, Aspirin ADME, Biological oxidations, Phase II - Conjugation of compounds, Glucuronidation, Drug ADME	liver development, negative regulation of fatty acid metabolic process, retinoic acid metabolic process, negative regulation of steroid metabolic process, steroid metabolic process, fatty acid metabolic process, xenobiotic glucuronidation, coumarin metabolic process, cellular glucuronidation, flavonoid glucuronidation, flavone metabolic process	retinoic acid binding, enzyme binding, enzyme inhibitor activity, glucuronosyltransferase activity, steroid binding, fatty acid binding, protein homodimerization activity	endoplasmic reticulum, endoplasmic reticulum membrane
