id_gen	symbol	log2FC_GCAt_vs_GCAn	adj-p-value_GCAt_vs_GCAn	log2FC_GNCAt_vs_GNCAn	adj-p-value_GNCAt_vs_GNCAn	vias_reactome	BP	MF	CC
ENSG00000170962	PDGFD	-1.1615993059354812	1.9962129034310413e-17	-1.185888333333307	1.125720645013416e-14	Signaling by Receptor Tyrosine Kinases, Signal Transduction, Signaling by PDGF	positive regulation of monocyte extravasation, cellular response to amino acid stimulus, positive regulation of smooth muscle cell chemotaxis, platelet-derived growth factor receptor signaling pathway, positive regulation of MAP kinase activity, cellular response to transforming growth factor beta stimulus, positive regulation of cell migration, positive regulation of glomerular mesangial cell proliferation, positive regulation of cell division, cellular response to platelet-derived growth factor stimulus, positive regulation of phosphatidylinositol 3-kinase signaling, positive regulation of protein autophosphorylation, positive regulation of smooth muscle cell proliferation, positive regulation of fibroblast proliferation, positive regulation of cell population proliferation, regulation of peptidyl-tyrosine phosphorylation, positive regulation of ERK1 and ERK2 cascade, cellular response to hydrogen peroxide	platelet-derived growth factor receptor binding, growth factor activity	Golgi membrane, extracellular region, endoplasmic reticulum lumen, extracellular space
ENSG00000185615	PDIA2	-1.9703106713709675	3.108531680936845e-18	-2.0897550138888707	1.1313615141120973e-29		response to endoplasmic reticulum stress, platelet aggregation, protein retention in ER lumen, protein folding in endoplasmic reticulum, protein folding	protein disulfide isomerase activity, steroid binding, protein binding, disulfide oxidoreductase activity, protein-disulfide reductase activity	endoplasmic reticulum lumen, endoplasmic reticulum
ENSG00000229859	PGA3	-4.987947808370965	8.47847630025087e-28	-4.195347083333308	1.6598621960948458e-31	Metabolism of proteins, Surfactant metabolism	digestion, proteolysis		multivesicular body lumen, extracellular exosome
ENSG00000229183	PGA4	-4.987947808370965	8.47847630025087e-28	-4.195347083333308	1.6598621960948458e-31	Metabolism of proteins, Surfactant metabolism	digestion, proteolysis	aspartic-type endopeptidase activity, protein binding	multivesicular body lumen, extracellular exosome
ENSG00000256713	PGA5	-4.987947808370965	8.47847630025087e-28	-4.195347083333308	1.6598621960948458e-31	Metabolism of proteins, Surfactant metabolism	digestion, proteolysis		multivesicular body lumen, extracellular exosome
ENSG00000096088	PGC	-4.015486258725803	8.113978604330971e-21	-3.9414394861110704	1.7284680040477325e-27		digestion, proteolysis, positive regulation of antibacterial peptide production	aspartic-type endopeptidase activity	extracellular space
ENSG00000139144	PIK3C2G	-1.4702402331451578	4.701529774205308e-23	-1.6421697083333138	2.34105468085796e-33	Metabolism, PI Metabolism, Synthesis of PIPs at the Golgi membrane, Phospholipid metabolism, Metabolism of lipids, Synthesis of PIPs at the plasma membrane	phosphatidylinositol 3-kinase signaling, cell migration, modulation by host of viral process, phosphorylation, phosphatidylinositol-3-phosphate biosynthetic process, chemotaxis	1-phosphatidylinositol-3-kinase activity, phosphatidylinositol kinase activity, 1-phosphatidylinositol-4-phosphate 3-kinase activity, phosphatidylinositol binding, ATP binding	cytosol, membrane, plasma membrane, phosphatidylinositol 3-kinase complex, cytoplasm
ENSG00000145287	PLAC8	-0.6028786806290327	0.0120197844429001	-1.134446652777754	1.1059010044795245e-07	Immune System, Innate Immune System, Neutrophil degranulation	negative regulation of multicellular organism growth, positive regulation of transcription by RNA polymerase II, negative regulation of apoptotic process, response to cold, brown fat cell differentiation, positive regulation of cold-induced thermogenesis, defense response to bacterium, transcription by RNA polymerase II, positive regulation of cell population proliferation		azurophil granule lumen, extracellular region
ENSG00000102934	PLLP	-0.4808808468790326	3.3167839434069525e-10	-0.778194208333316	3.6477103071840734e-31		myelination, monoatomic ion transport	structural constituent of myelin sheath, protein binding	membrane, compact myelin
ENSG00000110777	POU2AF1	-1.5300882583548407	4.1534358655666534e-08	-1.840851777777753	7.88703704129183e-16		positive regulation of transcription by RNA polymerase II, germinal center B cell differentiation, humoral immune response, DNA-templated transcription, cellular response to virus, positive regulation of interleukin-6 production	transcription coactivator activity, DNA binding, POU domain binding, protein binding, transcription coregulator activity	RNA polymerase II transcription regulator complex
ENSG00000166387	PPFIBP2	-0.7996819294516113	2.776256679374968e-09	-1.0177313194444313	1.03565813960334e-19	Neuronal System, Receptor-type tyrosine-protein phosphatases, Protein-protein interactions at synapses		molecular_function, protein binding, identical protein binding	presynaptic active zone, cytosol, extracellular space
ENSG00000142875	PRKACB	-1.1655469426532292	2.0493450460561687e-16	-0.8342099722221974	1.1392450619530954e-11	PLC beta mediated events, G-protein mediated events, Neurotransmitter receptors and postsynaptic signal transmission, CREB1 phosphorylation through the activation of Adenylate Cyclase, MAPK family signaling cascades, HDL assembly, Metabolism of carbohydrates, VEGFA-VEGFR2 Pathway, Intracellular signaling by second messengers, Nervous system development, Hedgehog 'off' state, Signaling by GPCR, PKA activation in glucagon signalling, Immune System, Signaling by ROBO receptors, Parasitic Infection Pathways, CaM pathway, Neuronal System, DAG and IP3 signaling, Glucagon-like Peptide-1 (GLP1) regulates insulin secretion, MAPK6/MAPK4 signaling, Adaptive Immune System, Calmodulin induced events, Hemostasis, Regulation of insulin secretion, Post NMDA receptor activation events, Rap1 signalling, Degradation of GLI2 by the proteasome, GLI3 is processed to GLI3R by the proteasome, Degradation of GLI1 by the proteasome, Glucose metabolism, CD209 (DC-SIGN) signaling, ADORA2B mediated anti-inflammatory cytokines production, Axon guidance, Anti-inflammatory response favouring Leishmania parasite infection, Glycolysis, GPER1 signaling, Factors involved in megakaryocyte development and platelet production, Aquaporin-mediated transport, Plasma lipoprotein assembly, remodeling, and clearance, DARPP-32 events, Glucagon signaling in metabolic regulation, Signaling by Receptor Tyrosine Kinases, Vasopressin regulates renal water homeostasis via Aquaporins, PKA activation, Innate Immune System, G alpha (i) signalling events, Signaling by VEGF, GPCR downstream signalling, Signal Transduction, PKA-mediated phosphorylation of key metabolic factors, Developmental Biology, RET signaling, Signaling by Hedgehog, Ca-dependent events, Transmission across Chemical Synapses, Disease, Metabolism of lipids, C-type lectin receptors (CLRs), PKA-mediated phosphorylation of CREB, Triglyceride metabolism, Activation of NMDA receptors and postsynaptic events, Metabolism, Opioid Signalling, Infectious disease, FCGR3A-mediated IL10 synthesis, Integration of energy metabolism, Triglyceride catabolism, Transport of small molecules, ROBO receptors bind AKAP5, G alpha (s) signalling events, Regulation of glycolysis by fructose 2,6-bisphosphate metabolism, Leishmania infection, Leishmania parasite growth and survival, Plasma lipoprotein assembly	peptidyl-serine phosphorylation, protein phosphorylation, regulation of protein processing, signal transduction, protein kinase A signaling, renal water homeostasis, neural tube closure, adenylate cyclase-modulating G protein-coupled receptor signaling pathway, high-density lipoprotein particle assembly, negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning	protein serine/threonine kinase activity, ubiquitin protein ligase binding, AMP-activated protein kinase activity, magnesium ion binding, cAMP-dependent protein kinase activity, protein serine kinase activity, ATP binding, protein binding	cytosol, extracellular exosome, ciliary base, nucleus, nucleoplasm, cAMP-dependent protein kinase complex, plasma membrane, centrosome
ENSG00000052344	PRSS8	-0.5650163676290347	0.0060268057764767	-1.247036458333314	1.933220455861925e-12	Developmental Biology, Keratinization, Formation of the cornified envelope	proteolysis, positive regulation of sodium ion transport	serine-type peptidase activity, serine-type endopeptidase activity, protein binding	extracellular exosome, extracellular region, plasma membrane, extracellular space
ENSG00000050628	PTGER3	-0.4427365019354843	3.93369421045498e-10	-0.2610409305555361	1.650319933553939e-07	Class A/1 (Rhodopsin-like receptors), Prostanoid ligand receptors, G alpha (i) signalling events, GPCR downstream signalling, Signal Transduction, Signaling by GPCR, GPCR ligand binding, Eicosanoid ligand-binding receptors	phospholipase C-activating G protein-coupled receptor signaling pathway, negative regulation of gastric acid secretion, inflammatory response, positive regulation of cytosolic calcium ion concentration, intestine smooth muscle contraction, cell death, positive regulation of fever generation, adenylate cyclase-activating G protein-coupled receptor signaling pathway, G protein-coupled receptor signaling pathway	prostaglandin E receptor activity	membrane, nuclear envelope, plasma membrane
ENSG00000106278	PTPRZ1	-1.0864971596290331	6.47089465931564e-17	-1.4905309166666465	6.7137136124066e-29	Signaling by Receptor Tyrosine Kinases, Other interleukin signaling, Signal Transduction, Immune System, Cytokine Signaling in Immune system, Signaling by Interleukins, Signaling by ALK	peptidyl-tyrosine dephosphorylation, regulation of myelination, regulation of oligodendrocyte progenitor proliferation, positive regulation of oligodendrocyte differentiation, learning or memory, hematopoietic progenitor cell differentiation, axonogenesis, negative regulation of neuron apoptotic process, oligodendrocyte differentiation, protein dephosphorylation, central nervous system development	transmembrane receptor protein tyrosine phosphatase activity, protein tyrosine phosphatase activity, protein binding, integrin binding	perineuronal net, synapse, extracellular region, plasma membrane
ENSG00000176894	PXMP2	-1.2282280027741912	3.984100662193068e-20	-1.183919208333311	1.6696415017155032e-31	Metabolism, Glyoxylate metabolism and glycine degradation, Protein localization, Metabolism of amino acids and derivatives, Class I peroxisomal membrane protein import			cytosol, peroxisomal membrane, membrane, protein-containing complex, cytoplasm
ENSG00000069974	RAB27A	-0.8559963282499972	6.963179288577554e-14	-1.100010159722201	3.7342776633869738e-25	Innate Immune System, Rab regulation of trafficking, RAB GEFs exchange GTP for GDP on RABs, Metabolism of proteins, Peptide hormone metabolism, Immune System, Insulin processing, Post-translational protein modification, RAB geranylgeranylation, Membrane Trafficking, Vesicle-mediated transport, Neutrophil degranulation	multivesicular body organization, antigen processing and presentation, positive regulation of exocytosis, cytotoxic T cell degranulation, exosomal secretion, positive regulation of phagocytosis, melanosome localization, positive regulation of regulated secretory pathway, complement-dependent cytotoxicity, multivesicular body sorting pathway, exocytosis, melanocyte differentiation, melanosome transport, positive regulation of constitutive secretory pathway, positive regulation of reactive oxygen species biosynthetic process, natural killer cell degranulation, synaptic vesicle transport, positive regulation of gene expression, blood coagulation	GDP binding, GTP binding, myosin V binding, GTPase activity, protein binding, protein domain specific binding, G protein activity	lysosome, cytosol, late endosome, secretory granule, extracellular exosome, melanosome membrane, dendrite, exocytic vesicle, Weibel-Palade body, extracellular region, multivesicular body membrane, melanosome, photoreceptor outer segment, specific granule lumen, apical plasma membrane, Golgi apparatus
ENSG00000076864	RAP1GAP	-1.1636578692258084	4.1220622725795015e-11	-1.496872833333308	5.305765931645628e-23	Rap1 signalling, Nervous system development, Axon guidance, Developmental Biology, Immune System, RET signaling, Adaptive Immune System	negative regulation of thyroid gland epithelial cell proliferation, signal transduction, positive regulation of GTPase activity, regulation of GTPase activity, negative regulation of microvillus assembly, negative regulation of neuron differentiation, cellular response to glial cell derived neurotrophic factor, adaptive immune response, activation of GTPase activity, negative regulation of GTP binding, regulation of small GTPase mediated signal transduction	small GTPase binding, GTPase activator activity, protein homodimerization activity, GTPase activity, protein binding	cytosol, dendrite, membrane, neuronal cell body, axon, Golgi membrane, early endosome, cytoplasm
ENSG00000115386	REG1A	-2.734685601048384	9.027399788994947e-11	-3.051895888888863	6.1294702334166684e-18		signal transduction, response to peptide hormone, cell wall disruption in another organism, antimicrobial humoral immune response mediated by antimicrobial peptide, positive regulation of cell population proliferation	signaling receptor activity, oligosaccharide binding, growth factor activity, molecular function inhibitor activity, peptidoglycan binding	extracellular exosome, extracellular space
ENSG00000172016	REG3A	-1.9731407187580592	9.069302160756182e-07	-2.787988416666636	1.472858743525799e-13	Immune System, Innate Immune System, Antimicrobial peptides	signal transduction, acute-phase response, response to symbiotic bacterium, heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules, positive regulation of keratinocyte proliferation, negative regulation of inflammatory response, positive regulation of wound healing, response to peptide hormone, cell wall disruption in another organism, antimicrobial humoral immune response mediated by antimicrobial peptide, positive regulation of detection of glucose, positive regulation of cell population proliferation, negative regulation of keratinocyte differentiation, response to wounding, negative regulation of inflammatory response to wounding	signaling receptor activity, oligosaccharide binding, carbohydrate binding, identical protein binding, hormone activity, peptidoglycan binding, protein binding	extracellular region, extracellular space, cytoplasm
ENSG00000129538	RNASE1	-1.2549596374032284	2.608658958731179e-12	-1.4363745555555258	5.104288889824626e-20	Chaperone Mediated Autophagy, Late endosomal microautophagy, Autophagy	defense response to Gram-positive bacterium, defense response to virus	RNA nuclease activity, nucleic acid binding, lyase activity, ribonuclease A activity, protein binding	
ENSG00000133135	RNF128	-0.3734551032903237	0.0952232451592985	-1.2497322638888502	1.4814092772490776e-08	Metabolism of proteins, Deubiquitination, Post-translational protein modification, Ub-specific processing proteases, Ovarian tumor domain proteases	protein ubiquitination, protein localization to lysosome, negative regulation of cytokine production, ubiquitin-dependent protein catabolic process, regulation of protein stability, positive regulation of protein catabolic process in the vacuole	metal ion binding, ubiquitin protein ligase activity, protein binding	cytosol, late endosome, membrane, endoplasmic reticulum, perinuclear region of cytoplasm, cytoskeleton, Golgi apparatus, cytoplasm
ENSG00000163993	S100P	-1.0446237873548352	0.0003045707941008	-1.668565444444413	3.925148928410656e-10	Immune System, Innate Immune System, Neutrophil degranulation	response to organic substance, endothelial cell migration	cadherin binding, magnesium ion binding, protein homodimerization activity, calcium-dependent protein binding, calcium ion binding, protein binding, transition metal ion binding	extracellular exosome, nucleus, nucleoplasm, extracellular region, microvillus membrane, secretory granule lumen, cytoplasm
ENSG00000124939	SCGB2A1	-1.0585409762580618	1.157356622613706e-06	-1.4236851388888745	7.081599828518343e-23		androgen receptor signaling pathway		extracellular space
ENSG00000111319	SCNN1A	-0.3234947762096798	8.058979511245363e-06	-0.4744426249999733	3.158499235587272e-12	Sensory perception of taste, Ion channel transport, Sensory Perception, Sensory perception of salty taste, Transport of small molecules, Stimuli-sensing channels	sodium ion transmembrane transport, sodium ion import across plasma membrane, intracellular sodium ion homeostasis, cellular response to aldosterone, cellular response to vasopressin, sensory perception of sour taste, sensory perception of salty taste, sodium ion homeostasis, cellular response to acidic pH, regulation of blood pressure, multicellular organismal-level water homeostasis	ligand-gated sodium channel activity, protein binding, WW domain binding	cytosol, extracellular exosome, motile cilium, sperm principal piece, external side of plasma membrane, acrosomal vesicle, plasma membrane, sodium channel complex, ciliary membrane, apical plasma membrane, cytoplasm
ENSG00000175356	SCUBE2	-1.4573641757580642	1.7198899961605258e-25	-0.8542342499999851	2.182871761058252e-14	Release of Hh-Np from the secreting cell, Signal Transduction, Signaling by Hedgehog, Hedgehog ligand biogenesis		calcium ion binding, protein binding, lipid binding	cell surface, extracellular region, extracellular space
ENSG00000143416	SELENBP1	-0.9489705201129066	3.7783038970776574e-16	-1.1891978055555406	1.2019066337981825e-21			methanethiol oxidase activity, protein binding, selenium binding	cytosol, extracellular exosome, membrane, nucleolus, fibrillar center, extracellular space
ENSG00000188488	SERPINA5	-0.9741637883709676	2.5635262774699063e-11	-1.0062920833333138	1.5490471766160657e-15	Intrinsic Pathway of Fibrin Clot Formation, Formation of Fibrin Clot (Clotting Cascade), Common Pathway of Fibrin Clot Formation, Hemostasis	fusion of sperm to egg plasma membrane involved in single fertilization, negative regulation of hydrolase activity, negative regulation of endopeptidase activity, lipid transport, spermatogenesis	acrosin binding, retinoic acid binding, phosphatidylcholine binding, heparin binding, protease binding, glycosaminoglycan binding, protein binding, serine-type endopeptidase inhibitor activity	protein C inhibitor-TMPRSS11E complex, protein C inhibitor-thrombin complex, acrosomal membrane, protein C inhibitor-PLAU complex, protein-containing complex, extracellular space, collagen-containing extracellular matrix, protein C inhibitor-coagulation factor XI complex, extracellular region, external side of plasma membrane, protein C inhibitor-KLK3 complex, extracellular exosome, protein C inhibitor-coagulation factor Xa complex, membrane, protein C inhibitor-coagulation factor V complex, platelet dense tubular network, platelet alpha granule, protein C inhibitor-plasma kallikrein complex, protein C inhibitor-TMPRSS7 complex, protein C inhibitor-PLAT complex
ENSG00000107295	SH3GL2	-1.0679228245483898	1.1077406565431673e-19	-0.9885259166666572	1.8074322309298632e-22	Recycling pathway of L1, Nervous system development, Immune System, Signaling by NTRKs, Adaptive Immune System, trans-Golgi Network Vesicle Budding, Axon guidance, Clathrin-mediated endocytosis, Golgi Associated Vesicle Biogenesis, L1CAM interactions, EGFR downregulation, Signaling by NTRK1 (TRKA), Signaling by Receptor Tyrosine Kinases, Signal Transduction, Signaling by MET, Developmental Biology, Retrograde neurotrophin signalling, Cargo recognition for clathrin-mediated endocytosis, Disease, Membrane Trafficking, Listeria monocytogenes entry into host cells, Negative regulation of MET activity, MHC class II antigen presentation, InlB-mediated entry of Listeria monocytogenes into host cell, Infectious disease, Lysosome Vesicle Biogenesis, Bacterial Infection Pathways, Vesicle-mediated transport, Signaling by EGFR	signal transduction, cellular response to brain-derived neurotrophic factor stimulus, synaptic vesicle uncoating, negative regulation of gene expression, negative regulation of protein phosphorylation, neuron projection development, negative regulation of blood-brain barrier permeability, dendrite extension, central nervous system development	protein binding, lipid binding, identical protein binding	cytosol, clathrin-coated endocytic vesicle membrane, cell projection, glutamatergic synapse, presynapse, plasma membrane, Golgi membrane, early endosome, perinuclear region of cytoplasm, cytoplasm
ENSG00000149577	SIDT2	-0.8881359670725821	1.1203459440041217e-21	-1.0670106527777534	1.3360171555691469e-37		cell morphogenesis, type B pancreatic cell development, response to glucose, regulation of insulin secretion involved in cellular response to glucose stimulus, RNA transport, RNA catabolic process, glucose homeostasis, type B pancreatic cell proliferation	double-stranded RNA binding, AP-2 adaptor complex binding, DNA binding, nucleic acid transmembrane transporter activity, RNA transmembrane transporter activity, AP-1 adaptor complex binding	lysosome, plasma membrane, lysosomal membrane
ENSG00000118596	SLC16A7	-0.8214470954596766	1.7553784135386112e-14	-1.0488531944444237	1.009628373097594e-21	SLC-mediated transmembrane transport, Transport of bile salts and organic acids, metal ions and amine compounds, Transport of small molecules, Proton-coupled monocarboxylate transport	transport across blood-brain barrier, monocarboxylic acid transport, pyruvate transmembrane transport, lactate transmembrane transport, plasma membrane lactate transport	pyruvate transmembrane transporter activity, symporter activity, identical protein binding, lactate transmembrane transporter activity, monocarboxylic acid transmembrane transporter activity, protein binding, pyruvate secondary active transmembrane transporter activity	cytosol, nucleoplasm, Schaffer collateral - CA1 synapse, parallel fiber to Purkinje cell synapse, basolateral plasma membrane, plasma membrane, postsynaptic density membrane, hippocampal mossy fiber to CA3 synapse, glutamatergic synapse
ENSG00000151729	SLC25A4	-0.6661086665645124	4.6742960635486414e-20	-0.4321480902777557	1.2946088154642514e-12	Viral Infection Pathways, Mitochondrial protein import, Transport of vitamins, nucleosides, and related molecules, Host Interactions of HIV factors, Interactions of Vpr with host cellular proteins, Infectious disease, HIV Infection, Protein localization, SLC-mediated transmembrane transport, Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane, Transport of small molecules, Disease, Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	proton transmembrane transport, regulation of mitochondrial membrane permeability, ADP transport, generation of precursor metabolites and energy, adenine transport, negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway, positive regulation of mitophagy, mitochondrial ATP transmembrane transport, mitochondrial genome maintenance, negative regulation of necroptotic process, mitochondrial ADP transmembrane transport, apoptotic mitochondrial changes, adaptive thermogenesis	ATP:ADP antiporter activity, proton transmembrane transporter activity, adenine transmembrane transporter activity, oxidative phosphorylation uncoupler activity, protein binding	membrane, mitochondrial permeability transition pore complex, plasma membrane, mitochondrial inner membrane, mitochondrion, mitochondrial membrane
ENSG00000137860	SLC28A2	-1.2467197940000003	1.5836297406017095e-09	-1.23619695833331	8.742061163559632e-11	Transport of vitamins, nucleosides, and related molecules, Azathioprine ADME, SLC-mediated transmembrane transport, Drug ADME, Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane, Transport of small molecules, Ribavirin ADME	inosine transport, pyrimidine nucleobase transport, uridine transport, transport across blood-brain barrier, nucleoside transmembrane transport, neurotransmitter transport, nucleobase-containing compound metabolic process, xenobiotic metabolic process, azole transmembrane transport, adenosine transport, purine nucleobase transmembrane transport, retina homeostasis, xenobiotic transmembrane transport, pyrimidine-containing compound transmembrane transport, purine nucleoside transmembrane transport	purine nucleobase transmembrane transporter activity, purine nucleoside transmembrane transporter activity, nucleoside:sodium symporter activity, uridine transmembrane transporter activity, azole transmembrane transporter activity, pyrimidine- and adenosine-specific:sodium symporter activity, neurotransmitter transmembrane transporter activity	vesicle membrane, coated vesicle, membrane, apicolateral plasma membrane, plasma membrane, brush border membrane
ENSG00000080493	SLC4A4	-0.4804832213629044	2.204226759186862e-09	-0.8498317777777586	9.358825441581748e-16	Disorders of transmembrane transporters, Transport of inorganic cations/anions and amino acids/oligopeptides, Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA), SLC transporter disorders, SLC-mediated transmembrane transport, Transport of small molecules, Disease, Bicarbonate transporters	inorganic anion transport, regulation of intracellular pH, sodium ion transmembrane transport, transport across blood-brain barrier, regulation of membrane potential, positive regulation of glycolytic process, sodium ion transport, bicarbonate transport, monoatomic anion transmembrane transport, transmembrane transport, sodium ion export across plasma membrane	monoatomic anion transmembrane transporter activity, sodium:bicarbonate symporter activity, symporter activity, identical protein binding, solute:inorganic anion antiporter activity, protein binding	extracellular exosome, membrane, basolateral plasma membrane, cell surface, plasma membrane
ENSG00000154556	SORBS2	-1.2059823653709714	7.428607699458087e-10	-0.8284237222221851	1.8508042933491662e-10		biological_process, Notch signaling pathway, cell growth involved in cardiac muscle cell development, cytoskeleton organization	structural constituent of muscle, cytoskeletal anchor activity, structural constituent of cytoskeleton, protein binding, RNA binding	synapse, nucleus, Z disc, dendrite, neuronal cell body, actin cytoskeleton, focal adhesion, plasma membrane, lamellipodium, apical plasma membrane, perinuclear region of cytoplasm
ENSG00000171243	SOSTDC1	-1.5495939574677369	2.347397599779731e-21	-2.3345338194444256	3.399579889915285e-38		BMP signaling pathway, negative regulation of cell fate commitment, negative regulation of BMP signaling pathway, mammary gland bud morphogenesis, negative regulation of determination of dorsal identity, canonical Wnt signaling pathway, odontogenesis of dentin-containing tooth, pattern specification process, hair follicle morphogenesis, negative regulation of canonical Wnt signaling pathway, negative regulation of myoblast differentiation, epithelial cell fate commitment, negative regulation of Wnt signaling pathway	BMP receptor activity, BMP binding	extracellular space
ENSG00000164266	SPINK1	-1.172387107064516	0.0005240473717833	-1.4413064444444093	3.7071429529970914e-07		positive regulation of epithelial cell proliferation, regulation of acrosome reaction, negative regulation of calcium ion import, nitric oxide mediated signal transduction, peptidyl-tyrosine phosphorylation, positive regulation of cytosolic calcium ion concentration, positive regulation of peptide hormone secretion, negative regulation of serine-type endopeptidase activity, sperm capacitation, cellular response to peptide hormone stimulus, negative regulation of peptidyl-tyrosine phosphorylation, response to ethanol, regulation of store-operated calcium entry, response to nutrient levels, negative regulation of nitric oxide mediated signal transduction, positive regulation of pancreatic juice secretion	serine-type endopeptidase inhibitor activity, protein binding, endopeptidase inhibitor activity	
ENSG00000157005	SST	-2.615614653548386	1.523084005786443e-20	-2.9206928749999825	9.276352218885992e-36	Class A/1 (Rhodopsin-like receptors), Gene expression (Transcription), Transcriptional Regulation by MECP2, G alpha (i) signalling events, MECP2 regulates transcription of neuronal ligands, GPCR downstream signalling, Signal Transduction, Peptide ligand-binding receptors, Signaling by GPCR, Generic Transcription Pathway, RNA Polymerase II Transcription, GPCR ligand binding	regulation of cell migration, cell surface receptor signaling pathway, hormone-mediated apoptotic signaling pathway, negative regulation of cell population proliferation, response to acidic pH, digestion, response to xenobiotic stimulus, chemical synaptic transmission, hyperosmotic response, response to nutrient, cell-cell signaling, response to amino acid, regulation of postsynaptic membrane neurotransmitter receptor levels, response to steroid hormone, G protein-coupled receptor signaling pathway	hormone activity, protein binding	neuronal dense core vesicle, neuronal cell body, GABA-ergic synapse, extracellular region, extracellular space
ENSG00000184905	TCEAL2	-1.134756041419358	1.8580836908297784e-06	-0.0899603749999808	0.6359406947923386				
ENSG00000134827	TCN1	-1.6349598100967722	8.64552459082784e-08	-2.214472333333312	5.884511585345601e-16	Cobalamin (Cbl, vitamin B12) transport and metabolism, Metabolism, Innate Immune System, Transport of RCbl within the body, Metabolism of vitamins and cofactors, Immune System, Uptake of dietary cobalamins into enterocytes, Metabolism of water-soluble vitamins and cofactors, Neutrophil degranulation	cobalamin transport, cobalt ion transport	cobalamin binding, molecular sequestering activity, protein binding	tertiary granule lumen, specific granule lumen, extracellular region, extracellular space
ENSG00000160182	TFF1	-2.552154832629034	3.4010412707550366e-11	-3.6544881388888495	1.7796298463242883e-20	Signal Transduction, ESR-mediated signaling, Signaling by Nuclear Receptors, Estrogen-dependent gene expression	negative regulation of cell population proliferation, signal transduction, maintenance of gastrointestinal epithelium, response to immobilization stress, response to peptide hormone, cell differentiation, response to iron ion, carbohydrate metabolic process, cell population proliferation	growth factor activity, protein binding	extracellular region, extracellular space
ENSG00000160181	TFF2	-2.936556890112909	5.771498760811033e-16	-3.574260777777756	1.6501971858120094e-25		chemokine-mediated signaling pathway, negative regulation of gastric acid secretion, maintenance of gastrointestinal epithelium	CXCR4 chemokine receptor binding, protein binding	
ENSG00000166292	TMEM100	-1.0114392305806472	6.681817707064994e-09	-0.4289591944444275	0.0035688590556383		BMP signaling pathway, regulation of sensory perception of pain, cellular response to BMP stimulus, positive regulation of endothelial cell differentiation, angiogenesis, arterial endothelial cell differentiation, epithelial to mesenchymal transition involved in endocardial cushion formation, protein kinase B signaling, Notch signaling pathway, positive regulation of vasculogenesis, vasculogenesis, regulation of calcium-mediated signaling, in utero embryonic development	molecular_function, protein binding	perikaryon, plasma membrane, endoplasmic reticulum, perinuclear region of cytoplasm
ENSG00000182107	TMEM30B	-0.8766218656612876	1.4762960268374494e-07	-1.3471909583333126	5.792311886525646e-16		aminophospholipid translocation, positive regulation of protein exit from endoplasmic reticulum, aminophospholipid transport, phospholipid translocation	aminophospholipid flippase activity, protein binding	phospholipid-translocating ATPase complex, plasma membrane, endoplasmic reticulum, Golgi apparatus
ENSG00000109084	TMEM97	-0.5846179032096703	0.0006554581481978	-0.9501063333333092	7.987158797121104e-10		cholesterol homeostasis, regulation of cell growth		lysosome, nuclear membrane, rough endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane, rough endoplasmic reticulum
ENSG00000184012	TMPRSS2	-1.1690772587338696	7.646225534566836e-15	-1.486709798611091	6.608157911974483e-25	Viral Infection Pathways, SARS-CoV Infections, Early SARS-CoV-2 Infection Events, Infectious disease, Attachment and Entry, Late SARS-CoV-2 Infection Events, SARS-CoV-2 Infection, SARS-CoV-1 Infection, Induction of Cell-Cell Fusion, Disease	proteolysis, viral translation, endocytosis, protein autoprocessing, positive regulation of viral entry into host cell	serine-type peptidase activity, serine-type endopeptidase activity, scavenger receptor activity, protein binding	extracellular exosome, nucleoplasm, extracellular region, plasma membrane
ENSG00000048462	TNFRSF17	-0.5815212450322607	0.0004523437261713	-1.085971597222203	3.88534771447268e-12	TNFR2 non-canonical NF-kB pathway, Immune System, Cytokine Signaling in Immune system, TNFs bind their physiological receptors	tumor necrosis factor-mediated signaling pathway, adaptive immune response, lymphocyte homeostasis, signal transduction	protein binding, signaling receptor activity	membrane, endomembrane system, plasma membrane
ENSG00000111907	TPD52L1	-0.9194241366774208	8.827476296446736e-11	-1.091361729166645	3.0745817740924663e-18	Golgi Associated Vesicle Biogenesis, trans-Golgi Network Vesicle Budding, Membrane Trafficking, Vesicle-mediated transport	positive regulation of apoptotic signaling pathway, positive regulation of MAP kinase activity, G2/M transition of mitotic cell cycle, positive regulation of JNK cascade	protein homodimerization activity, protein binding, identical protein binding	perinuclear region of cytoplasm, cytoplasm
ENSG00000122042	UBL3	-0.8527854501532266	3.7967158757531996e-19	-0.8916348958333007	1.4833520278675332e-26				extracellular exosome, plasma membrane
